,title,video_id,channel_title,channel_id,description,date,viewCount,likeCount,dislikeCount,favoriteCount,commentCount,country
2430,일본반응│한국에 무릎 꿇은 아베 신조. 한국이 기막힌 방법으로 일본 저격했다!,nLcEcBzFJ24,이시각 해외반응,UCbv0A0pVgKE3HSWhgQLRFtA,"일본반응#해외반응#반응 영원한 속죄, 아베사죄상을 일본 도쿄에 설치하는 것을 추진하고 있는 것에 대한 일본반응.",2021-06-22,296712.0,6413.0,170.0,0.0,570.0,일본
2431,【일본반응】 한국이 또다시 국산화에 성공하며 일본에게 치명타를 날린상황.,D6AyoyP02DI,파인드튜브ㆍ조회수 165만회,UCkPoxd3RblvS8VaKjti75kg,한국이 또 해냈다. #일본반응 #일본 #해외반응 #현대 # 한국 #세계반응 #월드 #아시아 #일본방송 #삼성 #사고 #노재팬 #반도체 #국산화.,2021-06-16,26823.0,755.0,15.0,0.0,46.0,일본
2433,【일본반응】 일본인들이 갈수록 치졸한 모습을 보이자 한국과 비교 된다면서 경악한 일본 반응 &quot;한국만 따라 하면 문제없을 거야&quot;,QOamKAm4Qgo,잇슈TV,UCRwAxNNK8_fg9ylPyjqSAfA,"일본반응】일본인들이 갈수록 치졸한 모습을 보이자 한국과 비교 된다면서 경악한 일본 반응 ""한국만 따라 하면 문제없을 거야"" 한국인들은 안하는게 정상인데 일본인 ...",2021-06-19,7082.0,319.0,11.0,0.0,29.0,일본
2434,【일본반응】 소심한 성격문제로 생겨난 직업때문에 일본인들이 한국을 부러운 눈초리로 보는 이유 “한국인의 성격이 너무 부럽다”,3Yg2NTwk2jY,잇슈TV,UCRwAxNNK8_fg9ylPyjqSAfA,일본반응 소심한 성격문제로 생겨난 직업때문에 일본인들이 한국을 부러운 눈초리로 보는 이유 “한국인의 성격이 너무 부럽다” 한국에서는 한 번도 보기 힘든 직업 ...,2021-06-16,11635.0,396.0,14.0,0.0,58.0,일본
2435,(일본반응) 한국이 스페인에 역대급 환영을 받으며 국빈방문을 하고 있을 때 한국에 대한 거짓 보도를 하다가 들통난 일본,9gQHi9HMFhE,이슈특파원,UCWXD1vArwIUIgUJ7Yq8xAzQ,해외반응 #일본반응 #외국인반응 일본반응 한국 문재인 대통령이 스페인 국빈방문 중에 일본이 보인 행동.,2021-06-16,207508.0,6404.0,119.0,0.0,665.0,스페인 일본
2436,"[해외반응] 대한민국 귀신잡는 해병대 해외네티즌 반응은? &quot;베트남을 공포에 떨게 만들었던 특수부대!&quot; / (해병대 해외반응, 외국반응 등)",5eqb_A0QhXI,오버씨 overseas,UCAnoDzU6j50RnMVqlDk41Rw,해병대 #특수부대 #해외반응 ※ 클릭 : http://asq.kr/8LiGE9OROt6ar 1949년 4월 15일 창설된 대한민국 해병대는 상륙작전을 주 임무로 하는 전략기동부대로 6.25 ...,2021-06-22,118264.0,2535.0,81.0,0.0,150.0,베트남
2438,골뱅이 무침에 소맥 먹어본 영국 대학생들 반응은?! (드디어 영국에도 한국 술집 생겼다!!),XndXI5Hc2Ts,영국남자 Korean Englishman,UCg-p3lQIqmhh7gHpyaOmOiQ,작년에 저희가 조지와 마야에게 처음으로 한국 음식을 소개해줬을 때… 기쁨의 눈물을 흘렸었죠. 감동의 현장이었는데요. 오늘은 런던에 새로 생긴 한국 술집으로 ...,2021-06-16,2241992.0,77553.0,2431.0,0.0,6216.0,영국
2439,"[해외반응] 한국vs중국, 중국한테 비교당하다 개소리 하지마라 한국 건드리지마",U6Mm7ncP6yc,헤드라인뉴스 YHDN,UC7LpT-xqAKrMHGMeCElQw1g,해외반응 #해외댓글반응 #중국반응 한국은 혼자서 술이 만취되어 야밤에 돌아다녀도 비교적 안전한 국가입니다. 세계에서도 안전한 국가로도 이미 유명하지요 ...,2021-06-16,1735.0,53.0,1.0,0.0,3.0,중국
2441,(일본반응) 미국과 스페인이 독도를 한국 영토라고 하자 혼란에 빠진 일본 “대마도도 한국땅이었어!?”,5v5ECr15Bao,이슈특파원,UCWXD1vArwIUIgUJ7Yq8xAzQ,일본반응 #해외반응 #반응 미국과 스페인이 독도를 한국땅이라고 하자 혼란에 빠진 일본반응.,2021-06-18,152738.0,4580.0,95.0,0.0,438.0,스페인 미국 일본
2442,❲일본반응❳ 책임지고 사퇴하겠다는 스가 발언에 한국에게 저지해달라는 일본인들 &quot;한국이 막아줘야 한다&quot;,UprXtz7TpMU,해외토픽,UC3tbMoBbr1VXDhtyl37tOPQ,"일본반응❳ 책임지고 사퇴하겠다는 스가 발언에 한국에게 저지해달라는 일본인들 ""한국이 막아줘야 한다"" G7에서 일본으로 돌아간 스가가 바로 일본에서 회견을 열었 ...",2021-06-20,372310.0,10037.0,256.0,0.0,988.0,일본
2443,❲일본반응❳ 일본인 집밖으로 못 나오는 비상사태 선포에 한국 간다고 하는 일본인들 &quot;이럴거면 한국에서 돌아다닐래&quot;,lKBwGlhmCSg,해외토픽,UC3tbMoBbr1VXDhtyl37tOPQ,"일본반응 일본인 집밖으로 못 나오는 비상사태 선포에 한국 간다고 하는 일본인들 ""이럴거면 한국에서 돌아다닐래"" 일본정부가 올림픽 기간 중 일본인들이 아예 집 ...",2021-06-16,108045.0,3305.0,68.0,0.0,524.0,일본
2444,[일본반응] 중국과 일본이 한국 독과점 막으려다 국제적 대망신 당한 상황 한국은 역대급 수주 터뜨림 #중국반응 #일본반응,YhCGy3Gz4vY,이상스쿨,UChqDAffinlv0bVFCH7W7tXw,중국과 일본이 한국 독과점 막으려다 국제적 대망신 당한 상황 한국은 역대급 수주 터뜨림 #중국반응 #일본반응 #해외반응 ▽▽교보문고 바로가기▽▽ ...,2021-06-18,21755.0,986.0,43.0,0.0,32.0,중국 일본
2445,평생 우울증 공황장애 앓던 영국 유명 여배우가 한국에서 한식 먹고 인생 뒤바뀐 이유! 해외 외국 영국의 한식 반응! Reaction &amp; Influence of Korean food,oxvNDRETAD4,올타구 · 시사 이슈 문화,UCIrTicxp5LiAZ4qz9j6k9QA,평생 우울증 공황장애 앓던 영국 유명 여배우가 한국에서 한식 먹고 인생 뒤바뀐 이유! 해외 외국 영국의 한식 반응! Reaction & Influence of Korean food [Eng] 원본 ...,2021-06-19,214300.0,4478.0,92.0,0.0,158.0,영국
2446,【일본반응】 한국이 일본의 국력을 뛰어넘자 공포에 떨고 있는 일본인들,9h_Jt6JxNl8,파인드튜브ㆍ조회수 165만회,UCkPoxd3RblvS8VaKjti75kg,이제는 한국의 눈치를 보게 된 일본 상황 #일본반응 #일본 #해외반응 #여행 # 한국 #세계반응 #월드 #아시아 #일본방송 #일본여행 #여권 #노재팬.,2021-06-22,1677.0,74.0,6.0,0.0,10.0,일본
2448,"일본반응 l 세계속 한국의 위엄에 무릎을 꿇은 일본국민들, 영어도 못하는 일본대표 이것이 일본의 민낯",PlG7Lvigk_g,넘버원 해외반응 • 조회수 183만회,UClu2TJC8VLYbczRCiyDVX6w,세계속에서 한국의 영향력을 알아보는 넘버원 해외반응 입니다. 영상을 재미있게 보셨다면 바쁘시지만 좋아요와 구독 부탁드려도 될까요? 댓글로 의견을 남겨주시면 ...,2021-06-18,16727.0,765.0,21.0,0.0,58.0,일본
2449,&quot;독도가 한국 영토인 증거다&quot; 스페인이 한국 편들자 분노한 일본 상황 // &quot;왜 한국땅인 증거만 많은 거지?&quot; [일본반응],sAN55c6VPc8,세상을말하다,UCSIx66_89zLSFOucZuBqxMQ,구독하기 : https://bit.ly/34TlXrB #해외반응 #일본반응 #외국인반응 스페인과 한국이 만나는 상황에서 스페인이 한국편을 들자 일본에서 난리가 났습니다. 이에대한 ...,2021-06-17,75571.0,3079.0,42.0,0.0,561.0,일본 스페인
2452,❲일본반응❳ 미국이 일본 올림픽 보이콧하자 오히려 한국을 치켜세우는 일본인들 &quot;한국이었으면 바로 취소했을 것&quot;,U1WgJWYvnJk,해외토픽,UC3tbMoBbr1VXDhtyl37tOPQ,"일본반응 미국 일본 올림픽 보이콧하자 오히려 한국을 치켜세우는 일본인들 ""한국이었으면 바로 취소했을 것"" 미국이 연이어 일본의 올림픽을 반대한다는 이야기를 ...",2021-06-22,275170.0,8167.0,304.0,0.0,528.0,미국 일본
2453,&quot;한국이 일본보다 선진국인 진짜 이유다!&quot; 한국과 일본 지하철을 비교한 외국인의 난리난 반응 // &quot;한국인들의 시민 의식은 세계에서 유일하다!&quot; [해외반응],Jpbqr34-GPE,현명튜브,UCdG46_wslyErmYvH6YkdXJg,한국이 선진국이라는 이유를 해외 네티즌들 사이에서 이야기 하고 있어 반응을 살펴봤습니다. #외국인반응 #해외반응 #일본반응.,2021-06-22,30445.0,989.0,18.0,0.0,51.0,일본
2457,한국 급식을 처음 먹어본 영국 중학생들의 반응!?,nxrgOqNzBcg,영국남자 Korean Englishman,UCg-p3lQIqmhh7gHpyaOmOiQ,"인스타그램으로 급식 대표 메뉴를 추천해주신 분들과 유튜브 커뮤니티탭에서 투표에 참여해주신 여러분들, 그리고 오늘 영상의 한국 음식을 준비해준 @국가비 ...",2021-06-23,4861415.0,179080.0,3386.0,0.0,12646.0,영국
2458,한국남자가 일본 걸즈바에서 노래를 불렀을 때 일본여자의 반응은?,eOYT3C0yVcI,[bj민성]민짱테레비,UCFBfY1hHGla-FpqQfp1KKEg,"한국남자가 걸즈바에서 노래를 불렀을 때 일본 여자의 반응은? 크리스 하트 - I Love You , Cover 홍상태 映像にお話がある方は、 mavisfan@hanmail.net までメール ...",2021-06-25,265763.0,3317.0,248.0,0.0,284.0,일본
2459,"처음 한국 떡을 먹어본 미국인들의 반응은?!( feat, 한입떡)",VTjyhvIjwM0,디디패밀리DeeDee Family,UCG3dFw4AE5BDK-9k_1IouFg,"본 영상은 횡성군에서 지원금을 받아 제작된 영상이며, 예향 한입떡 제품 소개가 담겨있습니다. *한입떡 사이트 https://hiricecakes.com/ *한입떡 미국 판매처 HK ...",2021-06-26,77330.0,3775.0,69.0,0.0,106.0,미국
2462,한국 삼겹살을 처음 먹어본 미국 아이들의 반응?!,6cp1IsgyZxw,인사이트 코리아,UCm4S4I269kyoICS8WOyKtMw,안녕하세요. 오늘도 시청해 주셔서 감사합니다. 원본 영상은 아래 링크에서 보실수있습니다: https://www.youtube.com/watch?v=4HLD1_a-h8w&t=317s ...,2021-06-25,641206.0,11664.0,181.0,0.0,760.0,미국
2463,일본에는 없는 맛! 한국 젤리 처음먹어본 일본인 친구 반응! 최애 젤리는 뭘까?,M57UuQQ0eec,브레드쿤ブラッドくん bradkun,UC4YWYyS8bb0W205lLC3kncg,안녕하세요! 이번 아몬드 시리즈 연속으로 유리코쨩이 부탁한 젤리도 사와서 같이 먹어봤습니다 ㅋㅋ 무엇이 가장 인기 많았을까요?! 영상에서 확인해주세요!,2021-06-24,79389.0,1883.0,19.0,0.0,219.0,일본
2464,한국 하면 러시아 사람들이 떠올리는 대한민국 이미지 [해외반응],sbmtVcpisl4,아리아리 NEWS,UC_XGNzeDdLFjjOHZrFPpIug,"해외반응 #러시아 #한국이미지 최근에 해외 러시아 커뮤니티에 다음과 같은 내용의 글이 올라와 화제가 되었습니다. ""Korea""라는 말을 들으면 한국과 북한 중에서 ...",2021-06-26,23009.0,487.0,16.0,0.0,22.0,러시아
2466,중국반응│​한국의 방위비가 일본을 넘어섰다│대한민국 군사력 증강이 주변국에 끼치는 영향│괴물로 변신 중인 대한민국│중국어로[路],YWs7gPDw-_c,중국어로 [路],UCxV6HwAqpzkAN1J2s9LolgQ,중국 측 전문가들은 한국의 군사력 확충은 더 이상 북한을 염두에 둔 것으로 보지 않습니다 ​북한을 염두​에 둔 것 치고는 그 사이즈가 너무 거대해지고 있기 때문 ...,2021-06-25,265898.0,9430.0,164.0,0.0,1117.0,중국 일본
2467,"[미국반응] “한국의 군사력은 생각보다 훨씬 더 강합니다”, 한국의 강력한 육해공 전력을 자세하게 분석한 미국 밀리터리 전문 채널",FAPJF1qSEI4,데자뷰TV,UCN3oDciDmUPMBqOBE_vUHVQ,"2021년 기준 우리나라의 군사력 순위는 미국, 러시아, 중국, 인도, 일본에 이어 6위를 차지했습니다. 강대국들 사이에 있는 우리나라의 군사력은 예전보다 점점 더 ...",2021-06-23,414911.0,6877.0,263.0,0.0,617.0,미국
2469,일본반응 ㅣ [속보] 대만 &quot;한국이 옳았다&quot; 日추악함 깨닫고 뒤늦게 후회하는 대만,Rrp6NLw2JfQ,이시각 해외반응,UCbv0A0pVgKE3HSWhgQLRFtA,해외반응#일본반응#외국인반응 친일 국가였던 대만이 돌아선 이유를 들은 일본반응.,2021-06-27,314100.0,7859.0,204.0,0.0,845.0,대만 일본
2470,[단독해외반응] &quot;한국을 절대 방문하면 안 되는 세 가지 이유&quot; 일본인이 올린 글에 격분한 외국인반응 // &quot;내 인생 최고의 선진국 1위는 무조건 한국&quot;,onF_Kya3hb8,존크TV,UCitaXlLp5Oy0aKmH2_y0xFw,구독하기 : https://bit.ly/39beO6A 영상을 시청해주셔서 감사합니다. #해외반응#외국인#외국인반응.,2021-06-24,342478.0,6303.0,163.0,0.0,388.0,일본
2471,【일본반응】 일본 가전제품이 최고인줄 알았던 일본인들이 한국 가전제품을 쓰고는 기술력 차이에 울분을 토하는 이유 &quot;한국은 이것도 없단 말이야?&quot;,GVx5i4bcUxU,잇슈TV,UCRwAxNNK8_fg9ylPyjqSAfA,"일본반응 일본 가전제품이 최고인줄 알았던 일본인들이 한국 가전제품을 쓰고는 기술력 차이에 울분을 토하는 이유 ""한국은 이것도 없단 말이야?"" 일본과 한국의 가전 ...",2021-06-24,152799.0,3008.0,93.0,0.0,197.0,일본
2473,한국댄스팀 미국 갓탤런트 본선진출!독특크루의 드래곤댄스로 미국관객 전원기립갈채!세계태권도연맹시범단과 나란히 본선행!ㅣGOT TALENT-DOKTEUK CREWㅣ소마의리뷰리액션,KyPSdrqMdj8,소마의댄스월드☆SOMA DANCEWORLD,UCzFrAoi6lcrtv83MZIAcm2w,한국 댄스팀 독특크루가 미국 2021 아메리카 갓탤런트에서 드래곤댄스로 심사위원과 관객의 전원기립 갈채를 받으며 본선진출을 했습니다! 한국의 K-POP과 독특 ...,2021-06-29,1042974.0,12532.0,386.0,0.0,553.0,미국
2474,"❲일본반응❳ 일본, 결국 WHO 개입한 상황 속 한국에게 전부 맡겨버리자는 일본인들 &quot;차라리 한국을 개입시켜라&quot;",nihxcqtscZw,해외토픽,UC3tbMoBbr1VXDhtyl37tOPQ,"일본반응 일본, 결국 WHO 개입한 상황 속 한국에게 전부 맡겨버리자는 일본인들 ""차라리 한국을 개입시켜라"" 일본 올림픽의 답 없는 상황 때문인지 결국 WHO가 일본 ...",2021-06-28,229543.0,6251.0,121.0,0.0,619.0,일본
2475,[ 일본반응 ] 한국의 &#39;이것&#39; 일본 시장을 장악하다. 그리고 분노하는 일본인들. 한국뿐만 아니라 &#39;이 나라&#39; 까지 점령중. 라면 [ 해외반응 ],9s1aTJST9YY,월드픽•해외반응 소개 채널,UC_Jczq4Fqf5O2XNshwrbEPg,"제 영상이 마음에 드셨다면 구독, 좋아요, 알림설정 부탁드립니다. 감사합니다. #월드픽 #해외반응 #반응 #일본반응 #한국해외반응 #한국 #일본 #한국반응 #해외 ...",2021-06-27,9357.0,0.0,0.0,0.0,29.0,일본
2476,중국반응│한국과 한류 스타 괜히 건드렸다 욕만 먹고 있는 중국스타와 언론들│한국 사랑을 드러냈다가 구설수에 오른 중국 스타│오히려 역풍맞고 역관광 참교육 당하는 중국│중국어로[路],0srhqOZ-Ezw,중국어로 [路],UCxV6HwAqpzkAN1J2s9LolgQ,"중국이 한한령(限韩令)으로 한국문화 유입을 모두 막고 있다고 생각하는 중국인들은 거의 없습니다 ​그들의 삶에는 우리말 오빠, 언니, 아저씨, 등의 단어들이 일상 ...",2021-06-28,374997.0,10032.0,181.0,0.0,917.0,중국
2477,"일본반응 | 결국 한국에 매달려야 하는 상황, 한국에 고개 숙여야 하나 고민하는 스가",2cVd1us8mt0,비더탑,UC_DlOTCne_apIyOOOb-VIVw,"현재 일본에서 변이 바이러스가 급속도로 확산하는 가운데, 한국 회사들이 생산해내고 있는 변이 바이러스 전용 검사 키트를 통한 선제적인 예방이 무엇보다 중요 ...",2021-06-26,173151.0,4154.0,133.0,0.0,867.0,일본
2478,&quot;전부 한국말만 하네요!&quot; 태국에서 상상을 초월하는 한국의 국력을 뼈저리게 실감했다는 일본 유명작가의 여행 소감문에 부러움과 탄식을 나타내는 일본상황,_9RX97ai9e4,구네스북,UClHJcrFMOxCEPjjg6WlTmPw,"""전부 한국말만 하네요!"" 태국에서 상상을 초월하는 한국의 국력을 뼈저리게 실감했다는 일본 유명작가의 여행 소감문에 부러움과 탄식을 나타내는 일본상황을 다뤘 ...",2021-06-28,488463.0,12658.0,317.0,0.0,649.0,일본 태국
2480,"&quot;페르시아 공주의 나라?&quot; 이란에선 밋밋한데, 한국에선 예쁘다고 말하는 놀라운 이유",c9nt3fO3mDM,CLAB,UC9nLq3rvvi_6J3teWiGCDlA,안녕하세요! 오늘은 이란에서 오신 키미야님이 이란의 미적 기준과 한국에서의 차이에 대해 말씀해주셨는데요! 함께 알아보시죠! :D ----- 키미야 님의 인스타그램 ...,2021-06-24,12844.0,628.0,12.0,0.0,52.0,이란
2481,[일본반응] 올림픽 식단공개에 한국이 팩트폭행 날리자 처음듣는 소식에 당황하는 일본네티즌 #일본반응 #도쿄올림픽 #해외반응,nHPOVhI3ySE,지니튜브_이슈채널,UCPEr6O17XAoM_0rhZJZdnEQ,구독과 좋아요는 영상 제작이 큰 힘이 됩니다. 감사합니다. 구독하기 https://bit.ly/2OpuTRR 일본의 이중성을 볼 수 있습니다. #도쿄올림픽 #일본반응.,2021-06-28,114067.0,2907.0,66.0,0.0,382.0,일본
2482,❲일본반응❳ 한국의 일본방문 확정 소식에 스가와 일본에게 한국이 한수 알려달라는 일본인들 &quot;한국에게 제대로 배워라&quot;,8QJ1zYhi33E,해외토픽,UC3tbMoBbr1VXDhtyl37tOPQ,"일본반응 한국의 일본방문 확정 소식에 스가와 일본에게 한국이 한수 알려달라는 일본인들 ""한국에게 제대로 배워라"" 일본에서 한국이 일본의 올림픽 일정에 맞춰 ...",2021-06-24,115238.0,3470.0,111.0,0.0,563.0,일본
2483,&quot;한국군이 일본 자위대 보다 강할 수 밖에 없는 이유&quot; 한국과 일본 군사력을 비교하고 충격받은 외국인의 반응 // &quot;한국군의 위력이 이정도라고?!&quot; [해외반응],sG5Ir1zpl1Q,현명튜브,UCdG46_wslyErmYvH6YkdXJg,한국군이 일본 자위대 보다 강할 수 밖에 없는 이유를 해외 네티즌들이 이야기 하고 보인 반응입니다. #외국인반응 #해외반응 #일본반응.,2021-06-23,18373.0,394.0,16.0,0.0,31.0,일본
2485,【일본반응】 일본의 길거리에는 흔한 `이것`이 한국에서는 하나도 보이지 않자 일본 사람들이 창피하다는 이유 &quot;한국에서는 절대 있을 수 없는 일..&quot;,jF5WnWuretA,잇슈TV,UCRwAxNNK8_fg9ylPyjqSAfA,"일본반응 일본의 길거리에는 흔한 `이것`이 한국에서는 하나도 보이지 않자 일본 사람들이 창피하다는 이유 ""한국에서는 절대 있을 수 없는 일.."" 민도가 높다는 일본 ...",2021-06-28,22691.0,638.0,16.0,0.0,36.0,일본
2487,(일본반응) 한국은 30분 일본은 4일! 결국 자존심 버리고 한국기업을 찾기 시작한 일본 “앞으로 한국을 이길 수 있을까?”,jF-wMF60_-Q,이슈특파원,UCWXD1vArwIUIgUJ7Yq8xAzQ,해외반응 #일본반응 #외국인반응 일본과 차원이 다른 한국 진단키트에 대한 일본반응.,2021-06-27,222962.0,6474.0,93.0,0.0,455.0,일본
2488,【일본반응】 일본인들은 하고 싶어도 못하는데 한국에서는 이것이 일상이라고 하자 일본인들이 이해 못하겠다는 이유 &quot;일본도 한국처럼 했으면 한다&quot;,bFXzrfmGYRo,잇슈TV,UCRwAxNNK8_fg9ylPyjqSAfA,"일본반응 일본인들은 하고 싶어도 못하는데 한국에서는 이것이 일상이라고 하자 일본인들이 이해 못하겠다는 이유 ""일본도 한국처럼 했으면 한다"" 일본에서는 절대 ...",2021-06-25,35764.0,940.0,32.0,0.0,98.0,일본
2490,【일본반응】 한국에 일본 땅 다 뺏기게 생겼다는 일본 언론. 심각한 일본 상황,5Wxc0xvIyD8,파인드튜브ㆍ조회수 165만회,UCkPoxd3RblvS8VaKjti75kg,앞으로 10년 뒤가 두려운 일본 사람들 희망이 안 보이는 상황 웃으며 지켜봅시다. #일본반응 #일본 #해외반응 #여행 # 한국 #세계반응 #월드 #중국 #일본방송 #일본 ...,2021-06-27,98925.0,1858.0,48.0,0.0,145.0,일본
2491,[일본반응] &quot;한국의 모든 걸 배우겠다&quot; 우간다 확진자에 결국 무릎 꿇은 일본인들 // &quot;한국의 도움 없이는 올림픽은 멸망이야!!&quot;,WxVdh3IDAyg,존크TV,UCitaXlLp5Oy0aKmH2_y0xFw,구독하기 : https://bit.ly/39beO6A 영상을 시청해주셔서 감사합니다. #해외반응#일본반응#외국인반응.,2021-06-28,88289.0,3111.0,50.0,0.0,408.0,우간다 일본
2492,일본반응| 올림픽 선수단 백신 거부! 결국 한국이 필요하다고 애타게 찾는 일본인들 &quot;한국인 의사 없나요?&quot;,q1J5x_TyyJI,하루 해외반응,UCz40FgSUFPOrKg3kgNdm2pw,해외반응 #일본반응 #중국반응.,2021-06-29,66181.0,1662.0,37.0,0.0,291.0,일본
2493,(일본반응) “사실 한국이 무서웠다” G7에서 스가의 충격 발언으로 발칵 뒤집힌 일본 상황 “한국이 두려우면 총리 물러나!”,VK6_6ilMIJs,이슈특파원,UCWXD1vArwIUIgUJ7Yq8xAzQ,일본반응 “사실 한국이 무서웠다” G7에서 스가의 충격 발언으로 발칵 뒤집힌 일본 상황 “한국이 두려우면 총리 물러나!” 일본의 스가 총리가 한국의 문재인 대통령에 ...,2021-06-23,286139.0,7290.0,188.0,0.0,682.0,일본
2494,&quot;일본은 한국을 며칠만에 이길까?&quot; 중국인 질문에 외국인 반응 폭발 // &quot;한국은 산미치광이야 못 건드려&quot; [해외반응],GQWOr3ODhD8,세상을말하다,UCSIx66_89zLSFOucZuBqxMQ,구독하기 : https://bit.ly/34TlXrB #해외반응 #일본반응 #외국인반응 일본은 과연 한국을 며칠만에 이길 수 있을까요? 이에 대한 질문에 외국인들의 반응입니다.,2021-06-23,599699.0,8399.0,300.0,0.0,921.0,중국 일본
2495,"그토록 먹고싶었던 한국음식, 드디어 먹어본 영국아들의 반응은?",CZSvIshcuqA,어썸 코리아 Awesome KOREA,UC9HNi_aAXBgpI2zhibOAfAA,"그토록 그리웠던 한국 치킨을 먹은 폴카버씨의 아들, 알렉스! 과연 알렉스는 어떤 반응을 보였을까요? ♥영상이 재미있으셨다면 구독 좋아요 누르는 센스! ♥출연자 ...",2021-06-25,699143.0,19792.0,118.0,0.0,753.0,영국
2496,[일본반응] 의료붕괴 현실화 보도에 반박못하고 한국에SOS보내는 일본반응 &quot;이 시국 한번만 도움을 달라&quot; &quot;한국에 의료진 요청해야&quot; #해외반응 #일본반응 #의료시스템,SfAJQZEYctI,지니튜브_이슈채널,UCPEr6O17XAoM_0rhZJZdnEQ,구독과 좋아요는 영상 제작이 큰 힘이 됩니다. 감사합니다. 구독하기 https://bit.ly/2OpuTRR 일본 의료 붕괴가 현실화로 다가온 모양입니다. #미얀마 #해외반응 #일본 ...,2021-06-29,11837.0,511.0,25.0,0.0,77.0,일본
2497,(일본반응) 한국에 대한 수출규제가 오히려 한국을 성장시켰다는 결과가 나오자 땅을 치고 후회하고 있는 일본,QbUXsPa91ZU,이슈특파원,UCWXD1vArwIUIgUJ7Yq8xAzQ,해외반응 #일본반응 #외국인반응 한국이 역대급 수출을 달성하자 한국 수출규제에 대한 패배를 인정하는 일본반응.,2021-06-29,144177.0,4747.0,95.0,0.0,435.0,일본
2498,일본반응| 영국 올림픽 선수단 단체로 백신거부 터지자 한국으로 가서 접종 하라는 일본인들 &quot;한국이 백신좀 부탁합니다&quot;,vsjWVRv6Ntc,하루 해외반응,UCz40FgSUFPOrKg3kgNdm2pw,중국반응 #일본반응 #해외반응.,2021-06-25,136557.0,3163.0,68.0,0.0,460.0,영국 일본
2499,【일본반응】 일본 외교관이 한국에서 무시당했다. 일본을 깔보는 거냐며 화난 일본 사람들,5tN0M_mrxYM,파인드튜브ㆍ조회수 165만회,UCkPoxd3RblvS8VaKjti75kg,한국에서 찬밥 먹고 돌아간 일본 외교관 자격지심이야? 과거에 살고 있는 일본 사람들 #일본반응 #일본 #해외반응 #여행 # 한국 #세계반응 #월드 #아시아 #일본방송 ...,2021-06-24,37161.0,971.0,30.0,0.0,167.0,일본
2500,중국반응│역사를 잊고 있는 중국의 젊은이들에게 날리는 일침│일본에 대한 한국과 중국의 상반된 반응│한국인의 기개를 배워야 한다│중국어로[路],1WNLKDTLIfo,중국어로 [路],UCxV6HwAqpzkAN1J2s9LolgQ,"지금도 많은 중국인들이 일본과 관련하여 역사를 잊지 않고 있습니다​ 아니, 그런줄 알았습니다 하지만 시간이 흘러가면서 이러한 역사는 점점 희미해지고, 중국인 ...",2021-06-23,446090.0,16399.0,299.0,0.0,2417.0,중국 일본
2502,【일본반응】 일본에서는 당연하다고 생각하지만 한국과는 다른 모습에 충격받은 일본 &quot;한국제품은 이런 기능이 왜 없어??&quot;,aDF9TPVn-vE,잇슈TV,UCRwAxNNK8_fg9ylPyjqSAfA,"일본반응 일본에서는 당연하다고 생각하지만 한국과는 다른 모습에 충격받은 일본 ""한국에는 이런 기능이 없다고??"" 일본에서는 필수이지만 한국인들은 사라진지 10 ...",2021-06-29,9728.0,331.0,14.0,0.0,81.0,일본
2503,해외반응 | &quot;한국만은 빼앗길 수 없어!&quot; 한국이 초청되자 초조함에 발악하고 있는 중국의 현 상황!,fnYdfanH1ag,해외리얼반응,UCPwsW_PosWeZHa1bMqKibcw,중국 #중국미국 #신냉전 얼마 전 열린 G7 정상회의를 한 문장으로 정리한다면 '중국 때리기를 위한 회담'으로 표현할 수 있을 것 같습니다. 그 정도로 이번 G7 정상 ...,2021-06-26,17096.0,606.0,28.0,0.0,31.0,중국
2504,"일본반응 l 수습불가 돌출행동에 기겁하는 일본, 한국에서 쉽고 가능했던 일이 일본에서는 왜 이리 힘든걸까..",a4xGwAt2QjE,넘버원 해외반응 • 조회수 183만회,UClu2TJC8VLYbczRCiyDVX6w,세계속에서 한국의 영향력을 알아보는 넘버원 해외반응 입니다. 영상을 재미있게 보셨다면 바쁘시지만 좋아요와 구독 부탁드려도 될까요? 댓글로 의견을 남겨주시면 ...,2021-06-24,39609.0,1391.0,22.0,0.0,47.0,일본
2513,"[#현지에서먹힐까?미국편] 감탄사(OMG) 연발하며 이연복표 깍두기볶음밥 맛있게 먹는 미국인들 +먹스킬 쩌는 1인 2메뉴 손님, 완전 배우신 분... | #Diggle",YF1q0A5jdzY,tvN D ENT,UCsRIHt5FkbGc6cQtCxt-ufA,"현지에서먹힐까?미국편 #Diggle #디글 Let's giggle, :Diggle! 방송국놈들이 덕질하는 채널 디글 구독하기! ;Diggle ☞ http://bit.ly/2Urls34.",2020-07-04,1423893.0,7160.0,230.0,0.0,607.0,미국
2515,"[#현지에서먹힐까?미국편] 해물덮밥 먹고 역대급 리액션 좋은 손님! 종류별로 들어있는 해산물에 감탄, 또 감탄하는 중 | #Diggle",f9tRwzOYFFk,tvN D ENT,UCsRIHt5FkbGc6cQtCxt-ufA,"현지에서먹힐까?미국편 #Diggle #디글 Let's giggle, :Diggle! 방송국놈들이 덕질하는 채널 디글 구독하기! ;Diggle ☞ http://bit.ly/2Urls34.",2020-07-07,1462110.0,7059.0,213.0,0.0,361.0,미국
